id,name,abbrev,conference,power_conf,wins,losses,win_pct,conf_wins,conf_losses,streak,ap_rank,net_rank,trank,barthag,adj_oe,adj_de,adj_margin,adj_tempo,sos,elite_sos,ppg,opp_ppg,efg_pct,efg_d,tov_pct,tov_d,orb_pct,drb_pct,ft_rate,ft_rate_d,two_pt_pct,three_pt_pct,three_pt_d,blk_pct,stl_pct,avg_hgt,experience,seed_score,projected_seed,projected_region,prob_r64,prob_r32,prob_s16,prob_e8,prob_f4,prob_championship,prob_champion
45,FGCU,FGCU,Men's Basketball,0,0,0,0,0,18,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12,East,0.4905,0.249,0.1285,0.059,0.032,0.0145,0.0145
49,Stetson,STETSO,Men's Basketball,0,0,0,0,0,21,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13,East,0.504,0.258,0.129,0.0705,0.038,0.021,0.021
53,Saint Louis,SAINT,Men's Basketball,0,0,0,0,0,6,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14,East,0.496,0.244,0.1325,0.063,0.03,0.018,0.018
57,George Mason,GEORGE,Men's Basketball,0,0,0,0,0,10,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15,East,0.499,0.2495,0.121,0.054,0.032,0.0175,0.0175
61,Fordham,FORDHA,Men's Basketball,0,0,0,0,0,15,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16,East,0.501,0.2485,0.129,0.059,0.033,0.0145,0.0145
4,North Carolina,NORTH,Men's Basketball,0,0,0,0,0,9,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,Midwest,0.496,0.245,0.122,0.062,0.0365,0.019,0.019
8,Florida St.,FLORID,Men's Basketball,0,0,0,0,0,15,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,Midwest,0.504,0.25,0.1235,0.0615,0.03,0.0135,0.0135
12,SMU,SMU,Men's Basketball,0,0,0,0,0,14,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3,Midwest,0.516,0.259,0.1285,0.064,0.025,0.011,0.011
16,Notre Dame,NOTRE,Men's Basketball,0,0,0,0,0,18,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,Midwest,0.484,0.246,0.1295,0.066,0.0325,0.017,0.017
20,Vermont,VERMON,Men's Basketball,0,0,0,0,0,12,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5,Midwest,0.5005,0.2555,0.1245,0.063,0.033,0.0175,0.0175
24,Maine,MAINE,Men's Basketball,0,0,0,0,0,24,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6,Midwest,0.4995,0.251,0.131,0.0635,0.0305,0.0175,0.0175
28,South Fla.,SOUTH,Men's Basketball,0,0,0,0,0,9,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7,Midwest,0.5125,0.259,0.127,0.06,0.027,0.0135,0.0135
32,North Texas,NORTH,Men's Basketball,0,0,0,0,0,14,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8,Midwest,0.4875,0.2345,0.114,0.052,0.026,0.014,0.014
36,Temple,TEMPLE,Men's Basketball,0,0,0,0,0,16,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9,Midwest,0.4865,0.2425,0.112,0.0625,0.0365,0.0195,0.0195
40,UTSA,UTSA,Men's Basketball,0,0,0,0,0,25,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10,Midwest,0.5135,0.2575,0.123,0.064,0.0305,0.0145,0.0145
44,Lipscomb,LIPSCO,Men's Basketball,0,0,0,0,0,13,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11,Midwest,0.5005,0.2485,0.1385,0.061,0.03,0.016,0.016
48,Jacksonville,JACKSO,Men's Basketball,0,0,0,0,0,20,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12,Midwest,0.4995,0.2515,0.1115,0.0555,0.026,0.014,0.014
52,North Ala.,NORTH,Men's Basketball,0,0,0,0,0,21,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13,Midwest,0.4995,0.2395,0.1225,0.0645,0.0305,0.016,0.016
56,Dayton,DAYTON,Men's Basketball,0,0,0,0,0,12,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14,Midwest,0.5005,0.2475,0.132,0.067,0.036,0.016,0.016
60,George Washington,GEORGE,Men's Basketball,0,0,0,0,0,16,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15,Midwest,0.5,0.257,0.1315,0.071,0.037,0.021,0.021
64,La Salle,LASAL,Men's Basketball,0,0,0,0,0,23,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16,Midwest,0.5,0.256,0.129,0.0625,0.032,0.014,0.014
3,Miami (FL),MIAMI,Men's Basketball,0,0,0,0,0,9,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,South,0.4975,0.248,0.118,0.0605,0.031,0.0135,0.0135
7,NC State,NCSTA,Men's Basketball,0,0,0,0,0,14,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,South,0.5025,0.25,0.122,0.0645,0.0305,0.014,0.014
11,Virginia Tech,VIRGIN,Men's Basketball,0,0,0,0,0,13,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3,South,0.4955,0.2615,0.1345,0.0745,0.032,0.0155,0.0155
15,Pittsburgh,PITTSB,Men's Basketball,0,0,0,0,0,20,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,South,0.5045,0.2405,0.122,0.0605,0.0315,0.0155,0.0155
19,UMBC,UMBC,Men's Basketball,0,0,0,0,0,9,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5,South,0.4795,0.2425,0.1195,0.055,0.0285,0.014,0.014
23,UAlbany,UALBAN,Men's Basketball,0,0,0,0,0,21,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6,South,0.5205,0.253,0.129,0.06,0.031,0.0155,0.0155
27,Binghamton,BINGHA,Men's Basketball,0,0,0,0,0,23,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7,South,0.5155,0.257,0.13,0.067,0.036,0.016,0.016
31,UAB,UAB,Men's Basketball,0,0,0,0,0,12,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8,South,0.4845,0.2475,0.125,0.068,0.0335,0.016,0.016
35,Tulane,TULANE,Men's Basketball,0,0,0,0,0,15,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9,South,0.502,0.2485,0.125,0.0585,0.0335,0.0195,0.0195
39,East Carolina,EASTC,Men's Basketball,0,0,0,0,0,20,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10,South,0.498,0.245,0.125,0.0595,0.0245,0.016,0.016
43,Queens (NC),QUEENS,Men's Basketball,0,0,0,0,0,14,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11,South,0.507,0.2545,0.1175,0.061,0.0315,0.0145,0.0145
47,Bellarmine,BELLAR,Men's Basketball,0,0,0,0,0,19,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12,South,0.493,0.252,0.125,0.0665,0.031,0.0175,0.0175
51,North Florida,NORTH,Men's Basketball,0,0,0,0,0,25,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13,South,0.476,0.229,0.117,0.0525,0.027,0.017,0.017
55,Saint Joseph's,SAINT,Men's Basketball,0,0,0,0,0,12,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14,South,0.524,0.278,0.1375,0.0705,0.0375,0.017,0.017
59,Duquesne,DUQUES,Men's Basketball,0,0,0,0,0,15,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15,South,0.5145,0.254,0.1245,0.0575,0.03,0.013,0.013
63,Richmond,RICHMO,Men's Basketball,0,0,0,0,0,17,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16,South,0.4855,0.239,0.1285,0.064,0.032,0.0205,0.0205
2,Virginia,VIRGIN,Men's Basketball,0,0,0,0,0,6,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,West,0.476,0.2405,0.106,0.056,0.0285,0.0115,0.0115
6,Louisville,LOUISV,Men's Basketball,0,0,0,0,0,11,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,West,0.524,0.256,0.1215,0.06,0.031,0.013,0.013
10,Stanford,STANFO,Men's Basketball,0,0,0,0,0,13,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3,West,0.4865,0.2415,0.1155,0.048,0.0235,0.0115,0.0115
14,Syracuse,SYRACU,Men's Basketball,0,0,0,0,0,17,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,West,0.5135,0.262,0.142,0.0715,0.032,0.0145,0.0145
18,Georgia Tech,GEORGI,Men's Basketball,0,0,0,0,0,20,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5,West,0.505,0.254,0.132,0.0675,0.034,0.0155,0.0155
22,UMass Lowell,UMASS,Men's Basketball,0,0,0,0,0,18,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6,West,0.495,0.2675,0.138,0.0715,0.0375,0.0175,0.0175
26,Bryant,BRYANT,Men's Basketball,0,0,0,0,0,22,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7,West,0.4975,0.241,0.119,0.068,0.034,0.016,0.016
30,Wichita St.,WICHIT,Men's Basketball,0,0,0,0,0,12,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8,West,0.5025,0.2375,0.126,0.0615,0.035,0.019,0.019
34,Charlotte,CHARLO,Men's Basketball,0,0,0,0,0,17,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9,West,0.507,0.26,0.1285,0.0675,0.034,0.018,0.018
38,Rice,RICE,Men's Basketball,0,0,0,0,0,18,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10,West,0.493,0.2425,0.119,0.0625,0.0295,0.015,0.015
42,Central Ark.,CENTRA,Men's Basketball,0,0,0,0,0,12,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11,West,0.5115,0.25,0.129,0.063,0.0315,0.018,0.018
46,West Ga.,WESTG,Men's Basketball,0,0,0,0,0,17,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12,West,0.4885,0.2475,0.118,0.053,0.02,0.0085,0.0085
50,Eastern Ky.,EASTER,Men's Basketball,0,0,0,0,0,21,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13,West,0.48,0.24,0.122,0.0635,0.0315,0.017,0.017
54,VCU,VCU,Men's Basketball,0,0,0,0,0,8,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14,West,0.52,0.26,0.13,0.063,0.028,0.0165,0.0165
58,Davidson,DAVIDS,Men's Basketball,0,0,0,0,0,14,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15,West,0.491,0.254,0.1295,0.065,0.0305,0.0135,0.0135
62,Rhode Island,RHODE,Men's Basketball,0,0,0,0,0,16,,999,200,200,0.5,100.0,100.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16,West,0.509,0.246,0.124,0.0585,0.0265,0.0125,0.0125
